date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,recoverdIncremental,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
7/29/20,TX,6190,,313,,,,9595,0,,3136,,0,,,,,,403307,403307,9042,0,11227,8922,,,611266,251346,6897,,0,4269383,54599,237895,51819,,,,0,4269383,54599
7/28/20,TX,5877,,164,,,,9593,0,,3136,,0,,,,,,394265,394265,8342,0,11227,8721,,,603167,244449,15342,,0,4214784,59953,237895,49956,,,,0,4214784,59953
7/27/20,TX,5713,,675,,,,10893,0,,3281,,0,,,,,,385923,385923,4267,0,10921,8474,,,593896,229107,0,,0,4154831,15813,235797,47788,,,,0,4154831,15813
7/26/20,TX,5038,,153,,,,10893,0,,3281,,0,,,,,,381656,381656,5810,0,10751,8384,,,591218,229107,7597,,0,4139018,22614,234534,47065,,,,0,4139018,22614
7/25/20,TX,4885,,168,,,,10893,0,,3281,,0,,,,,,375846,375846,6020,0,10595,8286,,,587592,221510,9294,,0,4116404,61099,233410,46285,,,,0,4116404,61099
7/24/20,TX,4717,,196,,,,10893,0,,3281,,0,,,,,,369826,369826,8701,0,10565,8098,,,577854,212216,8390,,0,4055305,65759,233139,44448,,,,0,4055305,65759
7/23/20,TX,4521,,173,,,,10893,0,,3281,,0,,,,,,361125,361125,9507,0,10394,7873,,,567204,203826,8511,,0,3989546,61794,232021,42653,,,,0,3989546,61794
7/22/20,TX,4348,,197,,,,10893,0,,3281,,0,,,,,,351618,351618,9879,0,8737,7612,,,557438,195315,8786,,0,3927752,64102,227696,40778,,,,0,3927752,64102
7/21/20,TX,4151,,131,,,,10848,0,,,,0,,,,,,341739,341739,9305,0,8562,7378,,,546991,186529,8658,,0,3863650,68310,226323,38804,,,,0,3863650,68310
7/20/20,TX,4020,,62,,,,10569,0,,,,0,,,,,,332434,332434,7404,0,7976,7114,,,534477,177871,4935,,0,3795340,21330,223303,36603,,,,0,3795340,21330
7/19/20,TX,3958,,93,,,,10592,0,,,,0,,,,,,325030,325030,7300,0,7752,7019,,,530494,172936,3355,,0,3774010,37156,221259,35788,,,,0,3774010,37156
7/18/20,TX,3865,,130,,,,10658,0,,,,0,,,,,,317730,317730,10158,0,7819,6886,,,523803,169581,7390,,0,3736854,67029,224935,34835,,,,0,3736854,67029
7/17/20,TX,3735,,174,,,,10632,0,,,,0,,,,,,307572,307572,14916,0,7811,6600,,,512180,162191,6254,,0,3669825,76811,224781,33004,,,,0,3669825,76811
7/16/20,TX,3561,,129,,,,10457,0,,,,0,,,,,,292656,292656,10291,0,7806,6295,,,498756,155937,6661,,0,3593014,84292,224433,31233,,,,0,3593014,84292
7/15/20,TX,3432,,110,,,,10471,0,,,,0,,,,,,282365,282365,10791,0,7652,6011,,,484441,149276,6878,,0,3508722,93615,222342,29393,,,,0,3508722,93615
7/14/20,TX,3322,,87,,,,10569,0,,,,0,,,,,,271574,271574,7261,0,7646,5682,,,468089,142398,5979,,0,3415107,87258,222123,27410,,,,0,3415107,87258
7/13/20,TX,3235,,43,,,,10405,0,,,,0,,,,,,264313,264313,5655,0,7542,5285,,,451588,136419,3781,,0,3327849,31418,217734,25258,,,,0,3327849,31418
7/12/20,TX,3192,,80,,,,10410,0,,,,0,,,,,,258658,258658,8196,0,7521,5098,,,445560,132638,4758,,0,3296431,48145,217536,24416,,,,0,3296431,48145
7/11/20,TX,3112,,99,,,,10083,0,,,,0,,,,,,250462,250462,10351,0,7485,4886,,,436458,127880,4884,,0,3248286,86577,214872,23537,,,,0,3248286,86577
7/10/20,TX,3013,,95,,,,10002,0,,,,0,,,,,,240111,240111,9765,0,7480,4564,,,420961,122996,4670,,0,3161709,91404,214114,21750,,,,0,3161709,91404
7/9/20,TX,2918,,105,,,,9689,0,,,,0,,,,,,230346,230346,9782,0,7466,4263,,,404239,118326,5042,,0,3070305,93998,213728,20047,,,,0,3070305,93998
7/8/20,TX,2813,,98,,,,9610,0,,,,0,,,,,,220564,220564,9979,0,7437,3952,,,385981,113284,4799,,0,2976307,92285,212321,18430,,,,0,2976307,92285
7/7/20,TX,2715,,60,,,,9286,0,,,,0,,,,,,210585,210585,10028,0,7408,3657,,,367848,108485,4703,,0,2884022,84843,210574,16999,,,,0,2884022,84843
7/6/20,TX,2655,,18,,,,8698,0,,,,0,,,,,,200557,200557,5318,0,7368,3352,,,349745,103782,2939,,0,2799179,32581,207980,15791,,,,0,2799179,32581
7/5/20,TX,2637,,29,,,,8181,0,,,,0,,,,,,195239,195239,3449,0,7307,3213,,,342235,100843,3413,,0,2766598,21121,204641,15223,,,,0,2766598,21121
7/4/20,TX,2608,,33,,,,7890,0,,,,0,,,,,,191790,191790,8258,0,7274,3100,,,337299,97430,3858,,0,2745477,60827,201782,14754,,,,0,2745477,60827
7/3/20,TX,2575,,50,,,,7652,0,,,,0,,,,,,183532,183532,7555,0,7255,2930,,,324612,93572,2852,,0,2684650,86170,199041,14053,,,,0,2684650,86170
7/2/20,TX,2525,,44,,,,7382,0,,,,0,,,,,,175977,175977,7915,0,7243,2712,,,307806,90720,3164,,0,2598480,85103,198745,13013,,,,0,2598480,85103
7/1/20,TX,2481,,57,,,,6904,0,,,,0,,,,,,168062,168062,8076,0,7234,2488,,,290850,87556,2738,,0,2513377,95012,197088,12058,,,,0,2513377,95012
6/30/20,TX,2424,,21,,,,6533,0,,,,0,,,,,,159986,159986,6975,0,7116,2219,,,272296,84818,3483,,0,2418365,91085,192657,11113,,,,0,2418365,91085
6/29/20,TX,2403,,10,,,,5913,0,,,,0,,,,,,153011,153011,4288,0,6973,2000,,,254258,81335,1361,,0,2327280,30546,187535,10346,,,,0,2327280,30546
6/28/20,TX,2393,,27,,,,5497,0,,,,0,,,,,,148723,148723,5357,0,6940,1872,,,247586,79974,1726,,0,2296734,48975,184398,9872,,,,0,2296734,48975
6/27/20,TX,2366,,42,,,,5523,0,,,,0,,,,,,143366,143366,5742,0,6918,1709,,,237339,78248,1966,,0,2247759,86143,180835,9321,,,,0,2247759,86143
6/26/20,TX,2324,,28,,,,5102,0,,,,0,,,,,,137624,137624,5707,0,6871,1542,,,221863,76282,1786,,0,2161616,77860,177863,8490,,,,0,2161616,77860
6/25/20,TX,2296,,47,,,,4739,0,,,,0,,,,,,131917,131917,5996,0,6823,1337,,,207327,74496,1598,,0,2083756,72894,176697,7673,,,,0,2083756,72894
6/24/20,TX,2249,,29,,,,4389,0,,,,0,,,,,,125921,125921,5551,0,6770,1175,,,193924,72898,2184,,0,2010862,63690,175384,6722,,,,0,2010862,63690
6/23/20,TX,2220,,28,,,,4092,0,,,,0,,,,,,120370,120370,5489,0,6606,1003,,,182161,70714,1524,,0,1947172,47285,170411,5811,,,,0,1947172,47285
6/22/20,TX,2192,,10,,,,3711,0,,,,0,,,,,,114881,114881,3280,0,6527,866,,,173856,69190,691,,0,1899887,16992,166168,5043,,,,0,1899887,16992
6/21/20,TX,2182,,17,,,,3409,0,,,,0,,,,,,111601,111601,3866,0,6493,739,,,170508,68499,1403,,0,1882895,30710,163944,4481,,,,0,1882895,30710
6/20/20,TX,2165,,25,,,,3247,0,,,,0,,,,,,107735,107735,4430,0,6431,623,,,165047,67096,1767,,0,1852185,50348,159453,3869,,,,0,1852185,50348
6/19/20,TX,2140,,35,,,,3148,0,,,,0,,,,,,103305,103305,3454,0,6262,493,,,156829,65329,1517,,0,1801837,44962,153011,3116,,,,0,1801837,44962
6/18/20,TX,2105,,43,,,,2947,0,,,,0,,,,,,99851,99851,3516,0,6258,401,,,149615,63812,1444,,0,1756875,50012,152796,2475,,,,0,1756875,50012
6/17/20,TX,2062,,33,,,,2793,0,,,,0,,,,,,96335,96335,3129,0,6258,316,,,142013,62368,1687,,0,1706863,52643,152796,1971,,,,0,1706863,52643
6/16/20,TX,2029,,46,,,,2518,0,,,,0,,,,,,93206,93206,4098,0,6189,270,,,135057,60681,1592,,0,1654220,43642,150573,1757,,,,0,1654220,43642
6/15/20,TX,1983,,7,,,,2326,0,,,,0,,,,,,89108,89108,1254,0,6135,219,,,128779,59089,748,,0,1610578,14922,149090,1544,,,,0,1610578,14922
6/14/20,TX,1976,,19,,,,2287,0,,,,0,,,,,,87854,87854,1843,0,6062,187,,,126327,58341,1806,,0,1595656,23965,146967,1391,,,,0,1595656,23965
6/13/20,TX,1957,,18,,,,2242,0,,,,0,,,,,,86011,86011,2331,0,5963,148,,,122603,56535,1277,,0,1571691,40707,144050,1205,,,,0,1571691,40707
6/12/20,TX,1939,,19,,,,2166,0,,,,0,,,,,,83680,83680,2097,0,5925,117,,,117638,55258,1162,,0,1530984,42643,143174,963,,,,0,1530984,42643
6/11/20,TX,1920,,35,,,,2008,0,,,,0,,,,,,81583,81583,1826,0,5906,90,,,112525,54096,1647,,0,1488341,40902,142573,758,,,,0,1488341,40902
6/10/20,TX,1885,,32,,,,2153,0,,,,0,,,,,,79757,79757,2504,0,5812,71,,,108133,52449,1309,,0,1447439,34957,140962,618,,,,0,1447439,34957
6/9/20,TX,1853,,23,,,,2056,0,,,,0,,,,,,77253,77253,1637,0,5710,50,,,104940,51140,1382,,0,1412482,29928,138784,502,,,,0,1412482,29928
6/8/20,TX,1830,,0,,,,1935,0,,,,0,,,,,,75616,75616,638,0,4767,47,,,102617,49758,0,,0,1382554,9999,118509,453,,,,0,1382554,9999
6/7/20,TX,1830,,11,,,,1878,0,,,,0,,,,,,74978,74978,1425,0,4767,47,,,101818,49758,863,,0,1372555,15233,118509,425,,,,0,1372555,15233
6/6/20,TX,1819,,31,,,,1822,0,,,,0,,,,,,73553,73553,1940,0,4659,43,,,100738,48895,1030,,0,1357322,27138,115910,394,,,,0,1357322,27138
6/5/20,TX,1788,,21,,,,1855,0,,,,0,,,,,,71613,71613,1693,0,4549,37,,,98909,47865,1066,,0,1330184,42713,113372,366,,,,0,1330184,42713
6/4/20,TX,1767,,33,,,,1796,0,,,,0,,,,,,69920,69920,1649,0,4500,34,,,95954,46799,941,,0,1287471,38322,112313,329,,,,0,1287471,38322
6/3/20,TX,1734,,36,,,,1487,0,,,,0,,,,,,68271,68271,1703,0,4395,33,,,93695,45858,1341,,0,1249149,42837,110506,293,,,,0,1249149,42837
6/2/20,TX,1698,,20,,,,1773,0,,,,0,,,,,,66568,66568,1688,0,4258,18,,,90855,44517,1179,,0,1206312,34283,107452,227,,,,0,1206312,34283
6/1/20,TX,1678,,6,,,,1756,0,,,,0,,,,,,64880,64880,593,0,4080,12,,,88332,43338,915,,0,1172029,15911,103460,185,,,,0,1172029,15911
5/31/20,TX,1672,,46,,,,1684,0,,,,0,,,,,,64287,64287,1949,0,4044,12,,,87508,42423,2355,,0,1156118,19647,102928,168,,,,0,1156118,19647
5/30/20,TX,1626,,0,,,,1752,0,,,,0,,,,,,62338,62338,1332,0,3882,8,,,86154,40068,0,,0,1136471,39847,98932,154,,,,0,1136471,39847
5/29/20,TX,1626,,25,,,,1701,0,,,,0,,,,,,61006,61006,1230,0,3782,5,,,83984,40068,1163,,0,1096624,34685,96719,115,,,,0,1096624,34685
5/28/20,TX,1601,,39,,,,1692,0,,,,0,,,,,,59776,59776,1855,0,3445,5,,,81893,38905,1279,,0,1061939,38986,88643,89,,,,0,1061939,38986
5/27/20,TX,1562,,26,,,,1645,0,,,,0,,,,,,57921,57921,1361,0,3406,3,,,79538,37626,1251,,0,1022953,41047,87565,62,,,,0,1022953,41047
5/26/20,TX,1536,,9,,,,1534,0,,,,0,,,,,,56560,56560,589,0,3294,1,,,76789,36375,1083,,0,981906,16093,84841,29,,,,0,981906,16093
5/25/20,TX,1527,,21,,,,1511,0,,,,0,,,,,,55971,55971,623,0,3163,,,,75779,35292,1907,,0,965813,24893,80700,,,,,0,965813,24893
5/24/20,TX,1506,,0,,,,1572,0,,,,0,,,,,,55348,55348,839,0,2866,,,,73832,33385,1108,,0,940920,22461,71731,,,,,0,940920,22461
5/23/20,TX,1506,,26,,,,1688,0,,,,0,,,,,,54509,54509,1060,0,2463,,,,72543,32277,1054,,0,918459,44864,60252,,,,,0,918459,44864
5/22/20,TX,1480,,40,,,,1578,0,,,,0,,,,,,53449,53449,1181,0,2463,,,,70288,31223,882,,0,873595,35232,49313,,,,,0,873595,35232
5/21/20,TX,1440,,21,,,,1680,0,,,,0,,,,,,52268,52268,945,0,2114,,,,68369,30341,0,,0,838363,33366,60252,,,,,0,838363,33366
5/20/20,TX,1419,,50,,,,1791,0,,,,0,,,,,,51323,51323,1411,0,,,,,66586,30341,982,,0,804997,33843,49313,,,,,0,804997,33843
5/19/20,TX,1369,,22,,,,1732,0,,,,0,,,,,,49912,49912,1219,0,,,,,64658,29359,988,,0,771154,36943,44791,,,,,0,771154,36943
5/18/20,TX,1347,,11,,,,1551,0,,,,0,,,,,,48693,48693,909,0,,,,,61814,28371,801,,0,734211,11780,43168,,,,,0,734211,11780
5/17/20,TX,1336,,31,,,,1512,0,,,,0,,,,,,47784,47784,785,0,,,,,60946,27570,969,,0,722431,14062,42921,,,,,0,722431,14062
5/16/20,TX,1305,,33,,,,1791,0,,,,0,,,,,,46999,46999,1801,0,,,,,60063,26601,1147,,0,708369,26722,39732,,,,,0,708369,26722
5/15/20,TX,1272,,56,,,,1716,0,,,,0,,,,,,45198,45198,1347,0,,,,,58262,25454,967,,0,681647,25172,36362,,,,,0,681647,25172
5/14/20,TX,1216,,58,,,,1648,0,,,,0,,,,,,43851,43851,1448,0,,,,,56494,24487,968,,0,656475,27227,35971,,,,,0,656475,27227
5/13/20,TX,1158,,25,,,,1676,0,,,,0,,,,,,42403,42403,1355,0,,,,,54739,23519,845,,0,629248,25752,30655,,,,,0,629248,25752
5/12/20,TX,1133,,33,,,,1725,0,,,,0,,,,,,41048,41048,1179,0,,,,,53175,22674,961,,0,603496,24713,,,,,,0,603496,24713
5/11/20,TX,1100,483,12,,,,1525,0,,,,0,,,,,,39869,39869,1000,0,,,,,51389,21713,691,,0,578783,6107,,,,,,0,578783,6107
5/10/20,TX,1088,481,39,,,,1626,0,,,,0,,,,,,38869,38869,1009,0,,,,,50981,21022,881,,0,572676,12667,,,,,,0,572676,12667
5/9/20,TX,1049,470,45,,,,1735,0,,,,0,,,,,,37860,37860,1251,0,,,,,49966,20141,944,,0,560009,23019,,,,,,0,560009,23019
5/8/20,TX,1004,453,31,,,,1734,0,,,,0,,,,,,36609,36609,1219,0,,,,,48434,19197,757,,0,536990,23354,,,,,,0,536990,23354
5/7/20,TX,973,449,25,,,,1750,0,,,,0,,,,,,35390,35390,968,0,,,,,46699,18440,818,,0,513636,22428,,,,,,0,513636,22428
5/6/20,TX,948,443,42,,,,1812,0,,,,0,,,,,,34422,34422,1053,0,,,,,45165,17622,831,,0,491208,22474,,,,,,0,491208,22474
5/5/20,TX,906,433,22,,,,1888,0,,,,0,,,,,,33369,33369,1037,0,,,,,43683,16791,701,,0,468734,23939,,,,,,0,468734,23939
5/4/20,TX,884,414,17,,,,1533,0,,,,0,,,,,,32332,32332,784,0,,,,,41855,16090,546,,0,444795,6756,,,,,,0,444795,6756
5/3/20,TX,867,,20,,,,1540,0,,,,0,,,,,,31548,31548,1026,0,,,,,41313,15544,653,,0,438039,10860,,,,,,0,438039,10860
5/2/20,TX,847,,31,,,,1725,0,,,,0,,,,,,30522,30522,1293,0,,,,,40528,14891,769,,0,427179,20131,,,,,,0,427179,20131
5/1/20,TX,816,,34,,,,1778,0,,,,0,,,,,,29229,29229,1142,0,,,,,39084,14122,769,,0,407048,20039,,,,,,0,407048,20039
4/30/20,TX,782,,50,,,,1686,0,,,,0,,,,,,28087,28087,1033,0,,,,,37630,13353,846,,0,387009,19888,,,,,,0,387009,19888
4/29/20,TX,732,,42,,,,1702,0,,,,0,,,,,,27054,27054,883,0,,,,,36080,12507,721,,0,367121,17392,,,,,,0,367121,17392
4/28/20,TX,690,,27,,,,1682,0,,,,0,,,,,,26171,26171,874,0,,,,,34662,11786,616,,0,349729,17581,,,,,,0,349729,17581
4/27/20,TX,663,,15,,,,1563,0,,,,0,,,,,,25297,25297,666,0,,,,,33166,11170,407,,0,332148,5635,,,,,,0,332148,5635
4/26/20,TX,648,,25,,,,1542,0,,,,0,,,,,,24631,24631,858,0,,,,,32716,10763,777,,0,326513,7951,,,,,,0,326513,7951
4/25/20,TX,623,,30,,,,1597,0,,,,0,,,,,,23773,23773,967,0,,,,,32051,9986,830,,0,318562,15742,,,,,,0,318562,15742
4/24/20,TX,593,,32,,,,1674,0,,,,0,,,,,,22806,22806,862,0,,,,,30597,9156,1131,,0,302820,14759,,,,,,0,302820,14759
4/23/20,TX,561,,18,,,,1649,0,,,,0,,,,,,21944,21944,875,0,,,,,29283,8025,684,,0,288061,12269,,,,,,0,288061,12269
4/22/20,TX,543,,26,,,,1678,0,,,,0,,,,,,21069,21069,873,0,,,,,28133,7341,855,,0,275792,12833,,,,,,0,275792,12833
4/21/20,TX,517,,22,,,,1419,0,,,,0,,,,,,20196,20196,738,0,,,,,26963,6486,780,,0,262959,13767,,,,,,0,262959,13767
4/20/20,TX,495,,18,,,,1411,0,,,,0,,,,,,19458,19458,535,0,,,,,25388,5706,372,,0,249192,3362,,,,,,0,249192,3362
4/19/20,TX,477,,24,,,,1471,0,,,,0,,,,,,18923,18923,663,0,,,,,25049,5334,528,,0,245830,6314,,,,,,0,245830,6314
4/18/20,TX,453,,25,,,,1321,0,,,,0,,,,,,18260,18260,889,0,,,,,24534,4806,616,,0,239516,12853,,,,,,0,239516,12853
4/17/20,TX,428,,35,,,,1522,0,,,,0,,,,,,17371,17371,916,0,,,,,23484,4190,513,,0,226663,12647,,,,,,0,226663,12647
4/16/20,TX,393,,29,,,,1459,0,,,,0,,,,,,16455,16455,963,0,,,,,22402,3677,527,,0,214016,11742,,,,,,0,214016,11742
4/15/20,TX,364,,46,,,,1538,0,,,,0,,,,,,15492,15492,868,0,,,,,21409,3150,570,,0,202274,9873,,,,,,0,202274,9873
4/14/20,TX,318,,31,,,,1409,0,,,,0,,,,,,14624,14624,718,0,,,,,20454,2580,311,,0,192401,9387,,,,,,0,192401,9387
4/13/20,TX,287,,16,,,,1176,0,,,,0,,,,,,13906,13906,422,0,,,,,19242,2269,255,,0,183014,2183,,,,,,0,183014,2183
4/12/20,TX,271,,17,,,,1338,0,,,,0,,,,,,13484,13484,923,0,,,,,18974,2014,397,,0,180831,4374,,,,,,0,180831,4374
4/11/20,TX,254,,28,,,,1514,0,,,,0,,,,,,12561,12561,890,0,,,,,18484,1617,251,,0,176457,10316,,,,,,0,176457,10316
4/10/20,TX,226,,27,,,,1532,0,,,,0,,,,,,11671,11671,1441,0,,,,,17430,1366,265,,0,166141,10016,,,,,,0,166141,10016
4/9/20,TX,199,,22,,,,1439,0,,,,0,,,,,,10230,10230,877,0,,,,,16406,1101,1063,,0,156125,9648,,,,,,0,156125,9648
4/8/20,TX,177,,23,,,,1491,0,,,,0,,,,,,9353,9353,1092,0,,,,,15378,38,0,,0,146477,10774,,,,,,0,146477,10774
4/7/20,TX,154,,14,,,,1252,0,,,,0,,,,,,8261,8261,988,0,,,,,14319,38,0,,0,135703,10135,,,,,,0,135703,10135
4/6/20,TX,140,,13,,,,1153,0,,,,0,,,,,,7273,7273,480,0,,,,,13274,38,0,,0,125568,6702,,,,,,0,125568,6702
4/5/20,TX,127,,22,,,,827,0,,,,0,,,,,,6793,6793,681,0,,,,,12693,38,0,,0,118866,4925,,,,,,0,118866,4925
4/4/20,TX,105,,15,,,,196,0,,,,0,,,,,,6112,6112,788,0,,,,,12043,38,0,,0,113941,9570,,,,,,0,113941,9570
4/3/20,TX,90,,20,,,,196,0,,,,0,,,,,,5324,5324,659,0,,,,,11059,38,0,,0,104371,9067,,,,,,0,104371,9067
4/2/20,TX,70,,12,,,,196,0,,,,0,,,,,,4665,4665,669,0,,,,,10054,38,0,,0,95304,8975,,,,,,0,95304,8975
4/1/20,TX,58,,17,,,,196,0,,,,0,,,,,,3996,3996,730,0,,,,,9091,38,0,,0,86329,8109,,,,,,0,86329,8109
3/31/20,TX,41,,7,,,,196,0,,,,0,,,,,,3266,3266,392,0,,,,,8249,38,0,,0,78220,7427,,,,,,0,78220,7427
3/30/20,TX,34,,0,,,,,0,,,,0,,,,,,2874,2874,322,0,,,,,7387,38,,,0,70793,2805,,,,,,0,70793,2805
3/29/20,TX,34,,7,,,,,0,,,,0,,,,,,2552,2552,504,0,,,,,6974,,,,0,67988,3842,,,,,,0,67988,3842
3/28/20,TX,27,,4,,,,,0,,,,0,,,,,,2048,2048,317,0,,,,,6498,,,,0,64146,8295,,,,,,0,64146,8295
3/27/20,TX,23,,5,,,,,0,,,,0,,,,,,1731,1731,337,0,,,,,5586,,,,0,55851,7205,,,,,,0,55851,7205
3/26/20,TX,18,,6,,,,,0,,,,0,,,,,,1394,1394,419,0,,,,,4726,,,,0,48646,6771,,,,,,0,48646,6771
3/25/20,TX,12,,3,,,,,0,,,,0,,,,,,975,975,263,0,,,,,3990,,,,0,41875,6719,,,,,,0,41875,6719
3/24/20,TX,9,,1,,,,,0,,,,0,,,,,,712,712,425,0,,,,,3226,,,,0,35156,6077,,,,,,0,35156,6077
3/23/20,TX,8,,3,,,,,0,,,,0,,,,,,287,287,24,0,,,,,2507,,,,0,29079,1836,,,,,,0,29079,1836
3/22/20,TX,5,,0,,,,,0,,,,0,,,,,,263,263,28,0,,,,,2233,,,,0,27243,2138,,,,,,0,27243,2138
3/21/20,TX,5,,0,,,,,0,,,,0,,,,,,235,235,60,0,,,,,1934,,,,0,25105,4683,,,,,,0,25105,4683
3/20/20,TX,5,,2,,,,,0,,,,0,,,,,,175,175,67,0,,,,,1581,,,,0,20422,4965,,,,,,0,20422,4965
3/19/20,TX,3,,1,,,,,0,,,,0,,,,,,108,108,26,0,,,,,1174,,,,0,15457,4056,,,,,,0,15457,4056
3/18/20,TX,2,,1,,,,,0,,,,0,,,,,,82,82,19,0,,,,,867,,,,0,11401,3299,,,,,,0,11401,3299
3/17/20,TX,1,,1,,,,,0,,,,0,,,,,,63,63,7,0,,,,,631,,,,0,8102,2606,,,,,,0,8102,2606
3/16/20,TX,,,0,,,,,0,,,,0,,,,,,56,56,0,0,,,,,430,,,,0,5496,575,,,,,,0,5496,575
3/15/20,TX,,,0,,,,,0,,,,0,,,,,,56,56,34,0,,,,,361,,,,0,4921,530,,,,,,0,4921,530
3/14/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,0,0,,,,,302,,,,0,4391,960,,,,,,0,4391,960
3/13/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,0,0,,,,,265,,,,0,3431,655,,,,,,0,3431,655
3/12/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,4,0,,,,,239,,,,0,2776,305,,,,,,0,2776,305
3/11/20,TX,,,0,,,,,0,,,,0,,,,,,18,18,3,0,,,,,215,,,,0,2471,135,,,,,,0,2471,135
3/10/20,TX,,,0,,,,,0,,,,0,,,,,,15,15,3,0,,,,,209,,,,0,2336,50,,,,,,0,2336,50
3/9/20,TX,,,0,,,,,0,,,,0,,,,,,12,12,7,0,,,,,203,,,,0,2286,18,,,,,,0,2286,18
3/8/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,202,,,,0,2268,8,,,,,,0,2268,8
3/7/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,201,,,,0,2260,24,,,,,,0,2260,24
3/6/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,5,0,,,,,200,,,,0,2236,1286,,,,,,0,2236,1286
3/5/20,TX,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,124,,,,0,950,930,,,,,,0,950,930
3/4/20,TX,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,7,,,,0,20,14,,,,,,0,20,14
3/3/20,TX,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,1,,,,0,6,0,,,,,,0,6,6